0.009,0.48
0.01,0.471
0.01,0.475
0.011,0.464
0.012,0.45
0.012,0.456
0.013,0.446
0.014,0.439
0.015,0.43
0.016,0.424
0.018,0.417
0.019,0.411
0.02,0.405
0.022,0.4
0.023,0.395
0.024,0.389
0.026,0.384
0.027,0.38
0.029,0.377
0.03,0.373
0.031,0.369
0.033,0.366
0.034,0.363
0.036,0.36
0.037,0.359
0.039,0.359
0.04,0.359
0.042,0.359
0.043,0.359
0.044,0.359
0.046,0.359
0.047,0.359
0.049,0.359
0.05,0.359
0.052,0.359
0.053,0.359
0.055,0.359
0.056,0.359
0.058,0.359
0.059,0.359
0.061,0.359
0.062,0.359
0.064,0.359
0.065,0.359
0.067,0.359
0.068,0.359
0.069,0.359
0.07,0.359
0.071,0.359
0.071,0.359
0.072,0.359
0.072,0.359
0.072,0.359
0.072,0.359
0.073,0.359
0.075,0.359
0.077,0.359
0.078,0.359
0.08,0.359
0.081,0.359
0.083,0.359
0.084,0.359
0.086,0.359
0.088,0.359
0.089,0.359
0.091,0.359
0.092,0.359
0.094,0.359
0.096,0.359
0.097,0.359
0.099,0.359
0.101,0.359
0.102,0.359
0.104,0.359
0.105,0.359
0.107,0.359
0.109,0.359
0.11,0.359
0.112,0.359
0.114,0.359
0.116,0.359
0.117,0.359
0.119,0.359
0.121,0.359
0.122,0.359
0.124,0.359
0.126,0.359
0.128,0.359
0.129,0.359
0.131,0.359
0.133,0.359
0.135,0.359
0.137,0.359
0.138,0.359
0.14,0.359
0.142,0.359
0.144,0.359
0.146,0.358
0.148,0.358
0.15,0.358
0.151,0.358
0.153,0.358
0.155,0.358
0.157,0.358
0.159,0.358
0.161,0.358
0.163,0.358
0.165,0.358
0.167,0.358
0.169,0.358
0.171,0.358
0.173,0.358
0.175,0.358
0.177,0.358
0.179,0.358
0.181,0.358
0.183,0.358
0.186,0.358
0.188,0.358
0.19,0.358
0.192,0.358
0.194,0.358
0.196,0.358
0.199,0.358
0.201,0.358
0.203,0.358
0.205,0.358
0.208,0.358
0.21,0.358
0.212,0.358
0.215,0.358
0.217,0.358
0.22,0.358
0.222,0.357
0.224,0.357
0.227,0.357
0.229,0.357
0.232,0.357
0.235,0.357
0.237,0.357
0.24,0.357
0.242,0.357
0.245,0.357
0.248,0.357
0.251,0.357
0.253,0.357
0.256,0.357
0.259,0.357
0.262,0.357
0.265,0.357
0.267,0.357
0.27,0.357
0.273,0.357
0.276,0.357
0.279,0.356
0.282,0.356
0.286,0.356
0.289,0.356
0.292,0.356
0.295,0.356
0.298,0.356
0.302,0.356
0.305,0.356
0.309,0.356
0.312,0.356
0.316,0.356
0.319,0.356
0.323,0.356
0.326,0.355
0.33,0.355
0.334,0.355
0.338,0.355
0.342,0.355
0.346,0.355
0.349,0.355
0.351,0.355
