0.007,0.507
0.009,0.486
0.01,0.469
0.012,0.455
0.013,0.443
0.015,0.433
0.016,0.424
0.017,0.416
0.019,0.409
0.02,0.402
0.022,0.397
0.023,0.391
0.025,0.386
0.026,0.382
0.028,0.377
0.029,0.374
0.031,0.37
0.032,0.366
0.034,0.363
0.035,0.36
0.036,0.359
0.038,0.359
0.039,0.359
0.041,0.359
0.042,0.359
0.044,0.359
0.045,0.359
0.047,0.359
0.048,0.359
0.05,0.359
0.051,0.359
0.053,0.359
0.054,0.359
0.056,0.359
0.057,0.359
0.059,0.359
0.06,0.359
0.062,0.359
0.063,0.359
0.065,0.359
0.066,0.359
0.068,0.359
0.069,0.359
0.071,0.359
0.073,0.359
0.074,0.359
0.076,0.359
0.077,0.359
0.079,0.359
0.08,0.359
0.082,0.359
0.084,0.359
0.085,0.359
0.087,0.359
0.088,0.359
0.09,0.359
0.092,0.359
0.093,0.359
0.095,0.359
0.096,0.359
0.098,0.359
0.1,0.359
0.101,0.359
0.103,0.359
0.105,0.359
0.106,0.359
0.108,0.359
0.11,0.359
0.111,0.359
0.113,0.359
0.115,0.359
0.117,0.359
0.118,0.359
0.12,0.359
0.122,0.359
0.124,0.359
0.125,0.359
0.127,0.359
0.129,0.359
0.131,0.359
0.133,0.359
0.134,0.359
0.136,0.359
0.138,0.359
0.14,0.359
0.142,0.359
0.144,0.359
0.146,0.358
0.147,0.358
0.149,0.358
0.151,0.358
0.153,0.358
0.155,0.358
0.157,0.358
0.159,0.358
0.161,0.358
0.163,0.358
0.165,0.358
0.167,0.358
0.169,0.358
0.171,0.358
0.173,0.358
0.175,0.358
0.178,0.358
0.18,0.358
0.182,0.358
0.184,0.358
0.186,0.358
0.188,0.358
0.191,0.358
0.193,0.358
0.195,0.358
0.197,0.358
0.2,0.358
0.202,0.358
0.204,0.358
0.207,0.358
0.209,0.358
0.211,0.358
0.214,0.358
0.216,0.358
0.219,0.358
0.221,0.357
0.224,0.357
0.226,0.357
